"","pol_knowledge","likelihood_vote","know1","know2","know3","know4","know5","know6","know7","know8","know9","know10","general_internet","election_internet","internet_skills","int_attch","int_post","int_blog","int_down","election_newspaper","election_tv","election_radio","female","highest_qual","tertiary_ed","country_birth","aust_born","age","income","rural_urban","interest_pol","age_cat","age_18_24","weight","know1_correct","know2_correct","know3_correct","know4_correct","know5_correct","know6_correct","know7_correct","know8_correct","know9_correct","know10_correct","income_quintiles"
"1866",8,5,1,3,2,3,2,2,3,2,3,3,1,3,4,1,1,1,1,4,4,4,0,5,0,1,1,46,5,2,1,4,0,0.776531295799831,1,0,1,0,1,1,1,1,1,1,2
"1867",5,3,1,1,1,2,2,1,2,2,3,5,5,2,1,NA,NA,NA,1,4,3,4,0,7,0,1,1,31,8,1,3,2,0,4.96757977488777,1,1,0,0,1,0,0,1,1,0,2
"1868",7,5,1,1,2,1,2,2,5,5,3,5,7,5,0,NA,NA,NA,NA,3,3,4,0,6,0,1,1,76,6,4,2,6,0,2.18134021998863,1,1,1,1,1,1,0,0,1,0,2
"1869",7,4,1,1,1,1,1,2,3,2,3,5,3,3,2,1,NA,NA,1,2,2,2,1,1,0,NA,NA,75,22,1,2,6,0,0.564390012414696,1,1,0,1,0,1,1,1,1,0,5
"1870",2,5,3,1,3,3,3,2,5,3,5,5,7,5,0,NA,NA,NA,NA,3,2,2,0,1,0,1,1,79,7,2,1,6,0,0.595202634603457,0,1,0,0,0,1,0,0,0,0,2
"1871",7,5,1,2,2,1,1,2,3,5,3,3,1,3,1,1,NA,NA,NA,2,2,1,1,3,1,1,1,70,16,3,2,6,0,0.564390012414696,1,0,1,1,0,1,1,0,1,1,4
"1872",2,5,1,3,3,3,1,3,3,1,5,5,2,3,1,NA,NA,NA,1,1,1,4,1,4,0,1,1,64,14,2,1,5,0,0.581208525712921,1,0,0,0,0,0,1,0,0,0,4
"1873",3,5,3,1,3,2,1,3,3,5,5,3,3,3,0,NA,NA,NA,NA,2,2,2,0,1,0,1,1,56,9,1,1,5,0,0.612939347169273,0,1,0,0,0,0,1,0,0,1,2
"1874",2,5,1,1,1,3,1,1,5,5,5,5,1,5,2,1,NA,NA,1,2,1,2,0,6,0,1,1,30,12,2,1,2,0,1.35545869576982,1,1,0,0,0,0,0,0,0,0,3
"1875",10,4,1,1,2,1,2,2,3,2,3,3,1,3,2,1,NA,NA,1,3,3,1,0,1,0,1,1,57,22,1,2,5,0,0.612939347169273,1,1,1,1,1,1,1,1,1,1,5
"1876",2,4,1,1,1,2,1,1,4,5,5,5,2,4,2,1,NA,NA,1,4,4,2,0,5,0,1,1,23,12,1,3,1,1,1.45327629747772,1,1,0,0,0,0,0,0,0,0,3
"1877",2,4,3,3,3,3,3,3,5,2,3,5,7,5,0,NA,NA,NA,NA,3,2,4,0,1,0,1,1,65,19,1,2,6,0,0.595202634603457,0,0,0,0,0,0,0,1,1,0,5
"1878",0,4,3,3,3,3,1,3,5,5,5,5,1,5,3,1,1,NA,1,4,4,4,1,7,0,1,1,47,3,1,2,4,0,0.906693049022871,0,0,0,0,0,0,0,0,0,0,1
"1879",9,5,1,1,2,1,1,2,3,2,3,3,7,3,0,NA,NA,NA,NA,2,1,1,1,1,0,3,0,69,9,3,1,6,0,0.564390012414696,1,1,1,1,0,1,1,1,1,1,2
"1880",1,2,3,3,3,1,1,3,5,5,5,5,7,5,0,NA,NA,NA,NA,3,3,3,1,1,0,1,1,72,4,2,3,6,0,0.564390012414696,0,0,0,1,0,0,0,0,0,0,1
"1881",0,2,3,3,3,3,3,3,5,5,5,5,3,5,2,1,1,NA,NA,4,2,3,1,6,0,1,1,52,6,3,3,4,0,2.6985595136941,0,0,0,0,0,0,0,0,0,0,2
"1882",7,5,1,1,2,2,2,1,3,2,3,1,1,3,3,1,1,NA,1,3,1,2,1,3,1,1,1,52,15,2,2,4,0,0.745355346555765,1,1,1,0,1,0,1,1,1,0,4
"1883",6,5,1,1,1,2,2,2,3,2,4,1,1,3,1,1,NA,NA,NA,1,1,2,1,5,0,1,1,68,6,1,1,6,0,0.564390012414696,1,1,0,0,1,1,1,1,0,0,2
"1884",1,3,3,1,1,2,1,3,5,5,5,5,2,5,2,1,NA,NA,1,3,3,3,0,7,0,1,1,43,14,4,3,3,0,3.90574383861492,0,1,0,0,0,0,0,0,0,0,4
"1885",5,5,3,1,1,3,2,1,5,2,3,3,2,5,1,1,NA,NA,NA,2,2,2,0,1,0,1,1,56,20,1,1,5,0,0.612939347169273,0,1,0,0,1,0,0,1,1,1,5
"1886",3,5,2,1,1,3,1,3,2,2,3,5,1,2,1,1,NA,NA,NA,1,1,NA,1,1,0,1,1,68,10,1,1,6,0,0.564390012414696,0,1,0,0,0,0,0,1,1,0,3
"1887",10,5,1,1,2,1,2,2,3,2,3,3,3,3,1,1,NA,NA,NA,1,1,1,0,1,0,1,1,72,16,1,1,6,0,0.595202634603457,1,1,1,1,1,1,1,1,1,1,4
"1888",2,5,1,3,3,1,1,1,5,5,5,5,1,5,3,1,1,NA,1,2,1,3,1,3,1,1,1,68,5,2,3,6,0,0.564390012414696,1,0,0,1,0,0,0,0,0,0,2
"1889",4,5,3,3,3,3,3,3,3,2,3,3,7,3,0,NA,NA,NA,NA,2,3,NA,1,7,0,1,1,61,13,4,2,5,0,0.497204424805788,0,0,0,0,0,0,1,1,1,1,4
"1890",2,5,1,3,1,3,1,1,5,2,5,1,1,5,2,1,1,NA,NA,1,2,2,1,6,0,1,1,58,12,5,1,5,0,0.715679906987616,1,0,0,0,0,0,0,1,0,0,3
"1891",9,5,1,1,2,2,2,2,3,2,3,3,1,3,0,NA,NA,NA,NA,2,2,3,0,3,1,1,1,30,21,5,1,2,0,1.35545869576982,1,1,1,0,1,1,1,1,1,1,5
"1892",6,5,1,1,1,3,2,2,2,3,3,3,1,2,4,1,1,1,1,1,1,NA,0,6,0,12,0,70,5,4,1,6,0,0.595202634603457,1,1,0,0,1,1,0,0,1,1,2
"1893",8,4,1,1,1,2,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,2,0,2,1,12,0,51,18,5,1,4,0,0.786047690829428,1,1,0,0,1,1,1,1,1,1,5
"1894",3,3,1,1,3,3,1,2,5,5,5,5,7,5,0,NA,NA,NA,NA,3,2,3,0,7,0,1,1,78,3,4,3,6,0,0.602496845956148,1,1,0,0,0,1,0,0,0,0,1
"1895",8,5,1,2,1,1,2,2,3,2,3,3,7,3,0,NA,NA,NA,NA,2,1,NA,1,1,0,3,0,75,5,5,2,6,0,0.564390012414696,1,0,0,1,1,1,1,1,1,1,2
"1896",3,5,1,1,1,3,1,3,5,5,3,1,1,5,3,1,1,NA,1,2,3,3,1,5,0,3,0,64,NA,5,2,5,0,0.497204424805788,1,1,0,0,0,0,0,0,1,0,NA
"1897",9,5,1,1,2,1,1,2,3,2,3,3,7,3,0,NA,NA,NA,NA,4,1,1,0,4,0,1,1,78,12,5,1,6,0,0.595202634603457,1,1,1,1,0,1,1,1,1,1,3
"1898",9,5,1,1,2,1,2,2,3,5,3,3,7,3,0,NA,NA,NA,NA,NA,1,1,1,5,0,1,1,68,5,5,2,6,0,0.571306614923763,1,1,1,1,1,1,1,0,1,1,2
"1899",5,5,3,1,2,2,1,1,3,2,NA,3,1,3,0,NA,NA,NA,NA,1,1,4,1,7,0,1,1,60,13,5,1,5,0,0.581208525712921,0,1,1,0,0,0,1,1,NA,1,4
"1900",2,2,1,3,3,3,3,2,5,5,5,5,1,5,4,1,1,1,1,4,4,4,0,3,1,1,1,22,4,5,4,1,1,1.24322919159689,1,0,0,0,0,1,0,0,0,0,1
"1901",2,5,NA,NA,NA,2,1,NA,3,3,3,1,1,3,2,1,NA,NA,1,3,2,2,1,5,0,3,0,48,16,5,2,4,0,0.745355346555765,NA,NA,NA,0,0,NA,1,0,1,0,4
"1902",7,4,1,2,2,1,1,2,1,2,3,3,1,1,1,NA,NA,NA,1,3,NA,NA,0,2,1,3,0,81,3,5,3,6,0,0.732911764584454,1,0,1,1,0,1,0,1,1,1,1
"1903",6,5,1,1,1,1,1,2,3,5,3,1,4,3,1,1,NA,NA,NA,1,1,2,1,1,0,1,1,74,11,5,1,6,0,0.564390012414696,1,1,0,1,0,1,1,0,1,0,3
"1904",6,4,1,1,1,2,1,2,3,1,3,3,1,3,4,1,1,1,1,2,1,3,1,2,1,1,1,51,21,5,1,4,0,0.906693049022871,1,1,0,0,0,1,1,0,1,1,5
"1905",10,5,1,1,2,1,2,2,3,2,3,3,1,3,1,1,NA,NA,NA,1,1,3,0,6,0,1,1,68,12,5,1,6,0,0.602496845956148,1,1,1,1,1,1,1,1,1,1,3
"1906",10,5,1,1,2,1,2,2,3,2,3,3,1,3,4,1,1,1,1,2,2,2,0,4,0,1,1,53,22,5,1,4,0,0.786047690829428,1,1,1,1,1,1,1,1,1,1,5
"1907",3,2,1,2,3,2,1,1,3,5,3,5,1,3,2,1,NA,NA,1,4,2,3,1,3,1,NA,NA,34,12,5,3,2,0,4.71041666790972,1,0,0,0,0,0,1,0,1,0,3
"1908",5,2,1,3,3,1,1,2,5,2,3,5,2,5,2,1,1,NA,NA,4,2,4,1,7,0,1,1,67,2,5,3,6,0,0.564390012414696,1,0,0,1,0,1,0,1,1,0,1
"1909",9,5,1,1,2,1,2,2,3,2,4,3,1,3,4,1,1,1,1,4,2,2,1,3,1,1,1,26,13,5,2,2,0,1.09952161545948,1,1,1,1,1,1,1,1,0,1,4
"1910",2,5,1,3,1,3,2,1,5,5,5,5,1,5,3,1,1,NA,1,4,2,2,1,3,1,1,1,28,17,5,2,2,0,1.09952161545948,1,0,0,0,1,0,0,0,0,0,4
"1911",8,5,1,1,2,1,1,2,2,2,3,3,1,2,2,1,NA,NA,1,2,2,1,0,2,1,3,0,39,22,5,2,3,0,1.06572509942623,1,1,1,1,0,1,0,1,1,1,5
"1912",0,3,3,3,3,3,3,3,5,5,5,5,3,5,1,1,NA,NA,NA,3,3,3,1,1,0,1,1,40,13,5,3,3,0,0.864495381979412,0,0,0,0,0,0,0,0,0,0,4
"1913",7,4,1,1,2,2,2,2,5,2,3,2,1,5,1,1,NA,NA,NA,4,2,2,1,3,1,1,1,20,3,5,1,1,1,1.17886934312237,1,1,1,0,1,1,0,1,1,0,1
"1914",1,5,1,3,1,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,3,4,4,1,1,0,1,1,91,2,3,2,6,0,0.694970176313622,1,0,0,0,0,0,0,0,0,0,1
"1915",5,5,1,1,2,2,2,1,NA,2,NA,NA,3,NA,1,1,NA,NA,NA,1,2,2,1,1,0,1,1,64,3,5,2,5,0,0.581208525712921,1,1,1,0,1,0,NA,1,NA,NA,1
"1916",8,5,1,2,2,1,1,2,3,2,3,3,2,3,1,1,NA,NA,NA,4,1,4,1,7,0,1,1,69,7,5,1,6,0,0.564390012414696,1,0,1,1,0,1,1,1,1,1,2
"1917",4,5,1,1,2,2,1,2,2,5,2,2,1,2,3,1,1,NA,1,2,1,3,1,6,0,1,1,56,7,5,2,5,0,0.581208525712921,1,1,1,0,0,1,0,0,0,0,2
"1918",8,5,1,2,2,2,2,2,3,2,3,3,1,3,3,1,1,NA,1,4,1,1,0,3,1,1,1,47,22,5,1,4,0,0.664296511821222,1,0,1,0,1,1,1,1,1,1,5
"1919",7,5,1,1,3,2,1,2,3,2,3,3,1,3,2,1,NA,NA,1,2,2,3,0,1,0,1,1,44,11,5,2,3,0,1.07878556600878,1,1,0,0,0,1,1,1,1,1,3
"1920",1,5,3,3,3,3,1,3,5,2,5,5,1,5,1,1,NA,NA,NA,2,1,NA,0,6,0,1,1,61,11,5,1,5,0,0.612939347169273,0,0,0,0,0,0,0,1,0,0,3
"1921",4,5,1,2,1,1,1,1,5,2,3,1,1,5,2,1,NA,NA,1,2,1,3,1,3,1,1,1,56,11,5,2,5,0,0.715679906987616,1,0,0,1,0,0,0,1,1,0,3
"1922",2,5,1,1,1,3,1,3,5,5,4,5,1,5,3,1,1,1,NA,3,2,3,1,1,0,1,1,19,NA,5,2,1,1,1.37804266965634,1,1,0,0,0,0,0,0,0,0,NA
"1923",1,4,3,1,3,3,3,3,5,5,5,5,1,5,3,1,1,NA,1,3,3,3,1,3,1,1,1,44,18,5,3,3,0,0.864495381979412,0,1,0,0,0,0,0,0,0,0,5
"1924",8,5,1,1,1,1,1,2,3,2,3,3,1,3,4,1,1,1,1,2,2,2,0,2,1,1,1,65,14,5,2,6,0,0.602496845956148,1,1,0,1,0,1,1,1,1,1,4
"1925",7,2,1,2,2,1,1,1,3,2,3,3,2,3,3,1,1,NA,1,2,2,3,1,3,1,3,0,70,12,5,1,6,0,0.571306614923763,1,0,1,1,0,0,1,1,1,1,3
"1926",6,5,1,1,1,3,1,1,3,2,3,3,3,3,2,1,NA,NA,1,1,1,2,0,7,0,NA,NA,88,21,1,1,6,0,0.595202634603457,1,1,0,0,0,0,1,1,1,1,5
"1927",3,5,3,3,3,1,1,3,3,5,3,NA,7,3,0,NA,NA,NA,NA,3,1,1,1,1,0,1,1,80,5,2,1,6,0,0.564390012414696,0,0,0,1,0,0,1,0,1,NA,2
"1928",2,5,3,3,3,3,3,3,3,5,5,3,7,3,0,NA,NA,NA,NA,2,2,NA,0,1,0,NA,NA,83,4,1,2,6,0,0.732911764584454,0,0,0,0,0,0,1,0,0,1,1
"1929",5,5,1,1,1,1,1,3,2,2,3,5,2,2,1,1,NA,NA,NA,3,3,4,1,4,0,1,1,64,5,1,1,5,0,0.581208525712921,1,1,0,1,0,0,0,1,1,0,2
"1930",4,4,1,1,1,1,3,1,5,5,3,5,7,5,0,NA,NA,NA,NA,2,2,2,1,1,0,1,1,84,4,2,2,6,0,0.564390012414696,1,1,0,1,0,0,0,0,1,0,1
"1931",0,5,3,3,3,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,1,2,2,0,1,0,1,1,79,10,2,2,6,0,0.595202634603457,0,0,0,0,0,0,0,0,0,0,3
"1932",7,5,1,1,2,2,1,1,3,2,3,3,3,3,3,1,1,NA,1,2,2,1,1,3,1,1,1,34,13,2,1,2,0,1.09952161545948,1,1,1,0,0,0,1,1,1,1,4
"1933",4,5,1,3,3,3,1,2,3,5,5,3,1,3,3,1,1,NA,1,3,3,2,1,6,0,1,1,46,8,3,2,4,0,0.73633159901729,1,0,0,0,0,1,1,0,0,1,2
"1934",0,4,3,3,3,3,3,3,5,5,5,5,2,5,3,1,1,NA,1,3,3,3,0,7,0,1,1,49,10,3,3,4,0,0.776531295799831,0,0,0,0,0,0,0,0,0,0,3
"1935",2,4,1,3,3,3,1,1,5,2,5,1,2,5,2,1,1,NA,NA,3,3,4,1,1,0,1,1,64,5,1,2,5,0,0.588331239189082,1,0,0,0,0,0,0,1,0,0,2
"1936",6,5,3,1,2,3,1,2,3,2,3,5,7,3,0,NA,NA,NA,NA,1,1,3,1,6,0,1,1,61,9,2,1,5,0,0.581208525712921,0,1,1,0,0,1,1,1,1,0,2
"1937",7,4,1,1,3,3,1,2,3,2,3,3,2,3,2,1,NA,NA,1,2,2,4,0,3,1,9,0,70,6,2,3,6,0,0.602496845956148,1,1,0,0,0,1,1,1,1,1,2
"1938",3,5,1,3,2,3,1,3,2,5,5,3,3,2,1,1,NA,NA,NA,4,2,2,0,6,0,1,1,76,5,1,2,6,0,0.602496845956148,1,0,1,0,0,0,0,0,0,1,2
"1939",0,5,3,3,3,3,1,3,5,5,5,5,2,5,1,1,NA,NA,NA,2,4,3,1,6,0,1,1,51,2,2,2,4,0,0.73633159901729,0,0,0,0,0,0,0,0,0,0,1
"1940",2,3,1,3,3,3,1,3,5,2,5,5,2,5,3,1,1,NA,1,3,2,3,1,7,0,1,1,42,17,3,3,3,0,0.864495381979412,1,0,0,0,0,0,0,1,0,0,4
"1941",0,4,3,3,1,3,1,1,5,5,5,5,7,5,0,NA,NA,NA,NA,2,1,2,0,1,0,1,1,75,4,3,1,6,0,0.602496845956148,0,0,0,0,0,0,0,0,0,0,1
"1942",1,5,3,3,3,3,1,1,5,2,5,5,2,5,1,1,NA,NA,NA,2,1,1,1,7,0,1,1,63,5,3,2,5,0,0.581208525712921,0,0,0,0,0,0,0,1,0,0,2
"1943",4,5,NA,1,1,1,1,NA,NA,2,3,1,7,NA,0,NA,NA,NA,NA,1,1,1,0,1,0,1,1,77,5,2,1,6,0,0.595202634603457,NA,1,0,1,0,NA,NA,1,1,0,2
"1944",8,5,1,1,2,1,1,3,3,2,3,3,1,3,1,1,NA,NA,NA,2,1,1,1,1,0,1,1,74,5,2,1,6,0,0.564390012414696,1,1,1,1,0,0,1,1,1,1,2
"1945",2,5,1,3,1,3,3,3,2,2,5,5,7,2,0,NA,NA,NA,NA,2,2,2,1,1,0,6,0,65,9,3,1,6,0,0.564390012414696,1,0,0,0,0,0,0,1,0,0,2
"1946",1,5,1,3,3,2,1,3,5,5,5,1,5,5,2,NA,1,NA,1,4,1,4,1,1,0,1,1,47,2,3,2,4,0,0.745355346555765,1,0,0,0,0,0,0,0,0,0,1
"1947",6,5,1,3,3,2,1,2,3,2,3,3,1,3,3,1,1,NA,1,1,3,2,1,7,0,1,1,38,5,4,2,3,0,0.864495381979412,1,0,0,0,0,1,1,1,1,1,2
"1948",3,2,3,NA,NA,NA,NA,NA,5,2,3,3,7,5,0,NA,NA,NA,NA,3,NA,1,0,7,0,7,0,67,3,3,1,6,0,0.602496845956148,0,NA,NA,NA,NA,NA,0,1,1,1,1
"1949",0,1,3,3,3,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,2,3,NA,1,1,0,1,1,75,NA,2,3,6,0,0.571306614923763,0,0,0,0,0,0,0,0,0,0,NA
"1950",1,4,3,3,3,3,1,3,5,5,3,5,7,5,0,NA,NA,NA,NA,2,2,2,0,NA,NA,1,1,88,NA,2,2,6,0,0.595202634603457,0,0,0,0,0,0,0,0,1,0,NA
"1951",2,2,3,3,3,3,2,3,3,4,1,5,2,3,2,1,1,NA,NA,4,4,4,1,1,0,1,1,61,11,3,4,5,0,0.588331239189082,0,0,0,0,1,0,1,0,0,0,3
"1952",6,5,1,1,2,2,2,3,2,2,3,5,1,2,2,1,NA,NA,1,2,1,2,1,6,0,1,1,53,14,2,1,4,0,0.73633159901729,1,1,1,0,1,0,0,1,1,0,4
"1953",3,2,1,3,3,3,1,1,2,2,3,5,7,2,0,NA,NA,NA,NA,2,2,NA,0,1,0,1,1,75,3,2,2,6,0,0.50917591619617,1,0,0,0,0,0,0,1,1,0,1
"1954",7,5,1,1,1,1,1,2,3,2,3,1,1,3,2,1,NA,NA,1,1,1,1,0,5,0,3,0,82,8,4,1,6,0,0.595202634603457,1,1,0,1,0,1,1,1,1,0,2
"1955",0,5,3,3,3,3,1,3,5,5,5,5,1,5,0,NA,NA,NA,NA,3,3,3,0,7,0,1,1,36,4,2,3,3,0,1.06572509942623,0,0,0,0,0,0,0,0,0,0,1
"1956",2,5,1,2,1,2,1,3,3,5,1,1,7,3,0,NA,NA,NA,NA,2,1,1,1,6,0,1,1,59,9,1,1,5,0,0.581208525712921,1,0,0,0,0,0,1,0,0,0,2
"1957",5,5,1,3,2,2,1,1,3,2,3,5,1,3,3,1,1,NA,1,3,3,3,0,6,0,1,1,37,16,5,2,3,0,1.07878556600878,1,0,1,0,0,0,1,1,1,0,4
"1958",2,1,1,1,1,3,1,3,4,5,5,1,1,4,1,1,NA,NA,NA,4,4,4,1,1,0,1,1,48,17,5,4,4,0,0.73633159901729,1,1,0,0,0,0,0,0,0,0,4
"1959",5,5,1,3,1,2,1,3,3,2,3,3,4,3,1,1,NA,NA,NA,4,3,4,0,7,0,1,1,46,17,5,2,4,0,0.776531295799831,1,0,0,0,0,0,1,1,1,1,4
"1960",7,4,1,1,2,3,2,3,4,2,3,3,1,4,4,1,1,1,1,3,1,3,0,2,1,1,1,62,3,5,1,5,0,0.524349079663472,1,1,1,0,1,0,0,1,1,1,1
"1961",4,5,NA,NA,NA,NA,NA,NA,3,2,3,3,7,3,0,NA,NA,NA,NA,1,NA,1,1,1,0,1,1,75,3,5,1,6,0,0.564390012414696,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"1962",3,5,3,3,2,3,1,2,4,5,3,5,1,4,2,1,NA,NA,1,2,1,3,1,3,1,12,0,62,22,4,1,5,0,0.581208525712921,0,0,1,0,0,1,0,0,1,0,5
"1963",7,4,1,1,1,3,2,2,3,2,3,5,1,3,4,1,1,1,1,3,1,4,0,1,0,1,1,21,5,5,1,1,1,1.47108620598849,1,1,0,0,1,1,1,1,1,0,2
"1964",3,2,1,3,3,2,1,2,5,2,5,5,6,5,0,NA,NA,NA,NA,3,3,4,1,6,0,1,1,54,15,5,3,4,0,0.745355346555765,1,0,0,0,0,1,0,1,0,0,4
"1965",7,5,1,3,1,1,1,2,3,2,3,3,1,3,3,1,1,NA,1,4,2,2,1,1,0,1,1,40,18,5,2,3,0,0.864495381979412,1,0,0,1,0,1,1,1,1,1,5
"1966",3,5,3,1,1,1,1,1,2,3,3,5,4,2,0,NA,NA,NA,NA,3,2,NA,1,6,0,1,1,60,NA,5,2,5,0,0.581208525712921,0,1,0,1,0,0,0,0,1,0,NA
"1967",9,5,1,1,2,3,2,2,3,2,3,3,1,3,2,1,NA,NA,1,3,3,3,1,4,0,1,1,68,7,5,1,6,0,0.694970176313622,1,1,1,0,1,1,1,1,1,1,2
"1968",5,5,1,1,1,1,1,3,5,2,3,5,7,5,0,NA,NA,NA,NA,2,1,3,1,6,0,1,1,75,7,5,2,6,0,0.571306614923763,1,1,0,1,0,0,0,1,1,0,2
"1969",7,5,1,NA,3,1,1,2,3,2,3,3,4,3,1,1,NA,NA,NA,1,1,3,0,3,1,6,0,68,7,5,1,6,0,0.732911764584454,1,NA,0,1,0,1,1,1,1,1,2
"1970",7,5,1,1,2,2,1,2,3,2,3,1,1,3,2,1,NA,NA,1,1,1,4,0,2,1,1,1,51,22,5,1,4,0,0.776531295799831,1,1,1,0,0,1,1,1,1,0,5
"1971",3,5,3,3,3,3,3,3,2,2,3,3,5,2,2,1,NA,NA,1,2,1,2,0,6,0,1,1,52,12,5,1,4,0,0.786047690829428,0,0,0,0,0,0,0,1,1,1,3
"1972",3,4,1,3,1,2,1,2,5,2,1,5,1,5,3,1,1,NA,1,3,3,3,0,5,0,1,1,35,14,5,2,3,0,1.06572509942623,1,0,0,0,0,1,0,1,0,0,4
"1973",9,5,1,1,2,1,1,2,3,2,3,3,3,3,2,1,NA,NA,1,2,1,2,0,3,1,NA,NA,91,5,5,1,6,0,0.595202634603457,1,1,1,1,0,1,1,1,1,1,2
"1974",3,3,1,3,3,3,3,2,5,5,3,5,1,5,3,1,1,NA,1,2,2,2,0,1,0,1,1,19,11,5,2,1,1,1.47108620598849,1,0,0,0,0,1,0,0,1,0,3
"1975",9,5,1,1,2,NA,2,2,3,2,3,3,1,3,4,1,1,1,1,2,2,1,0,3,1,1,1,55,16,5,1,5,0,0.620450922025812,1,1,1,NA,1,1,1,1,1,1,4
"1976",6,5,1,3,2,2,1,1,3,2,3,3,1,3,1,1,NA,NA,NA,2,2,4,1,6,0,3,0,74,NA,5,2,6,0,0.564390012414696,1,0,1,0,0,0,1,1,1,1,NA
"1977",4,4,1,3,2,2,1,3,4,2,3,5,3,4,4,1,1,1,1,2,2,3,1,1,0,9,0,63,9,5,2,5,0,0.581208525712921,1,0,1,0,0,0,0,1,1,0,2
"1978",8,5,1,1,1,2,2,2,3,2,3,3,1,3,2,1,NA,NA,1,3,2,2,0,5,0,1,1,59,19,5,2,5,0,0.620450922025812,1,1,0,0,1,1,1,1,1,1,5
"1979",8,5,1,1,2,1,1,1,3,2,3,3,1,3,3,1,1,NA,1,2,3,2,0,2,1,1,1,41,22,5,2,3,0,1.07878556600878,1,1,1,1,0,0,1,1,1,1,5
"1980",7,5,1,1,1,1,1,1,3,2,3,3,7,3,0,NA,NA,NA,NA,2,2,2,0,6,0,1,1,86,10,5,2,6,0,0.595202634603457,1,1,0,1,0,0,1,1,1,1,3
"1981",0,5,3,3,3,2,1,3,5,5,5,5,1,5,2,1,1,NA,NA,2,2,4,1,1,0,2,0,64,2,5,2,5,0,0.581208525712921,0,0,0,0,0,0,0,0,0,0,1
"1982",8,4,1,1,2,3,1,2,3,2,3,3,5,3,1,1,NA,NA,NA,3,2,3,1,1,0,1,1,55,12,5,3,5,0,0.588331239189082,1,1,1,0,0,1,1,1,1,1,3
"1983",6,5,1,1,3,1,1,2,5,2,5,3,1,5,4,1,1,1,1,2,3,4,1,6,0,1,1,21,6,5,2,1,1,1.39493058967067,1,1,0,1,0,1,0,1,0,1,2
"1984",8,5,1,1,3,1,2,2,3,2,3,5,1,3,3,1,1,NA,1,2,3,2,0,2,1,1,1,59,21,5,3,5,0,0.612939347169273,1,1,0,1,1,1,1,1,1,0,5
"1985",9,5,1,1,2,2,2,2,3,2,3,3,4,3,0,NA,NA,NA,NA,2,1,2,1,1,0,NA,NA,68,10,5,1,6,0,0.564390012414696,1,1,1,0,1,1,1,1,1,1,3
"1986",2,5,3,3,1,3,3,3,2,2,3,5,2,2,1,1,NA,NA,NA,1,1,NA,0,6,0,2,0,63,14,5,1,5,0,0.612939347169273,0,0,0,0,0,0,0,1,1,0,4
"1987",7,5,1,1,1,2,1,2,3,2,3,3,1,3,2,1,NA,NA,1,3,2,1,0,6,0,1,1,65,5,5,1,6,0,0.595202634603457,1,1,0,0,0,1,1,1,1,1,2
"1988",10,5,1,1,2,1,2,2,3,2,3,3,1,3,1,1,NA,NA,NA,1,1,1,0,5,0,1,1,65,17,5,1,6,0,0.595202634603457,1,1,1,1,1,1,1,1,1,1,4
"1989",5,4,1,3,1,1,1,1,NA,2,3,3,2,NA,1,1,NA,NA,NA,4,3,NA,1,1,0,3,0,72,5,4,2,6,0,0.564390012414696,1,0,0,1,0,0,NA,1,1,1,2
"1990",2,4,3,3,1,3,3,3,1,2,3,5,2,1,1,1,NA,NA,NA,2,2,2,0,7,0,1,1,33,10,5,2,2,0,1.37206984906785,0,0,0,0,0,0,0,1,1,0,3
"1991",4,5,1,3,2,3,1,3,1,2,4,3,6,1,1,1,NA,NA,NA,2,2,4,0,2,1,1,1,83,2,2,2,6,0,2.18134021998863,1,0,1,0,0,0,0,1,0,1,1
"1992",7,5,2,1,2,3,2,1,3,2,3,3,2,3,1,1,NA,NA,NA,3,1,1,0,6,0,1,1,44,4,5,2,3,0,1.07878556600878,0,1,1,0,1,0,1,1,1,1,1
"1993",9,5,1,1,2,3,2,2,3,2,3,3,4,3,0,NA,NA,NA,NA,1,2,NA,1,1,0,1,1,84,NA,5,1,6,0,0.564390012414696,1,1,1,0,1,1,1,1,1,1,NA
"1994",0,5,3,3,3,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,0.795978456006663,0,0,0,0,0,0,0,0,0,0,1
"1995",6,5,1,1,1,1,1,2,5,2,5,3,1,5,3,1,1,NA,1,4,1,4,0,6,0,1,1,47,17,5,1,4,0,0.786047690829428,1,1,0,1,0,1,0,1,0,1,4
"1996",4,3,2,1,1,2,1,2,NA,3,3,3,2,NA,1,1,NA,NA,NA,2,2,2,0,6,0,1,1,68,11,5,2,6,0,0.602496845956148,0,1,0,0,0,1,NA,0,1,1,3
"1997",3,5,1,1,1,2,1,2,NA,5,5,5,2,NA,2,1,NA,NA,1,2,3,NA,1,1,0,1,1,50,4,3,2,4,0,0.745355346555765,1,1,0,0,0,1,NA,0,0,0,1
"1998",3,5,3,3,3,3,1,2,5,5,3,3,3,5,2,1,NA,NA,1,2,1,3,1,1,0,1,1,18,5,NA,2,1,1,1.17886934312237,0,0,0,0,0,1,0,0,1,1,2
