"","pol_knowledge","likelihood_vote","know1","know2","know3","know4","know5","know6","know7","know8","know9","know10","general_internet","election_internet","internet_skills","int_attch","int_post","int_blog","int_down","election_newspaper","election_tv","election_radio","female","highest_qual","tertiary_ed","country_birth","aust_born","age","income","rural_urban","interest_pol","age_cat","age_18_24","weight","know1_correct","know2_correct","know3_correct","know4_correct","know5_correct","know6_correct","know7_correct","know8_correct","know9_correct","know10_correct","income_quintiles"
"135",5,3,1,3,3,3,3,2,3,2,4,3,1,3,4,1,1,1,1,3,1,1,1,3,1,12,0,30,1,3,3,2,0,1.6055916006624,1,0,0,0,0,1,1,1,0,1,1
"136",8,4,1,1,2,1,1,2,3,2,3,5,1,3,4,1,1,1,1,2,2,3,0,3,1,4,0,41,21,5,2,3,0,1.34762621822957,1,1,1,1,0,1,1,1,1,0,5
"137",9,5,1,1,2,1,2,2,3,2,3,1,1,3,2,1,NA,NA,1,1,1,1,0,3,1,NA,NA,81,5,5,1,6,0,0.743531152830054,1,1,1,1,1,1,1,1,1,0,2
"138",3,1,3,3,1,3,1,3,3,2,5,3,1,3,3,1,1,NA,1,2,1,1,0,1,0,3,0,44,22,1,1,3,0,1.13889196094972,0,0,0,0,0,0,1,1,0,1,5
"139",6,5,1,1,2,3,1,1,3,2,5,3,1,3,4,1,1,1,1,1,3,1,0,2,1,1,1,65,1,5,1,6,0,2.7249449417563,1,1,1,0,0,0,1,1,0,1,1
"140",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.994341665535168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",8,5,1,3,3,1,2,2,3,2,3,3,5,3,1,1,NA,NA,NA,1,1,NA,1,2,1,12,0,70,15,5,1,6,0,0.705039816996184,1,0,0,1,1,1,1,1,1,1,4
"142",4,5,NA,NA,NA,NA,1,NA,3,2,3,3,1,3,2,1,1,NA,NA,2,1,NA,1,7,0,3,0,64,10,5,1,5,0,0.726049617448173,NA,NA,NA,NA,0,NA,1,1,1,1,3
"143",7,5,1,2,1,2,2,2,3,2,3,3,7,3,0,NA,NA,NA,NA,1,1,NA,0,6,0,3,0,81,4,1,1,6,0,0.752643130937588,1,0,0,0,1,1,1,1,1,1,1
"144",9,5,1,2,2,1,2,2,3,2,3,3,1,3,2,1,NA,NA,1,1,2,2,0,2,1,4,0,72,12,5,1,6,0,0.752643130937588,1,0,1,1,1,1,1,1,1,1,3
"145",5,5,1,1,3,2,3,1,3,2,3,1,1,3,2,1,NA,NA,1,4,3,2,0,6,0,1,1,62,NA,5,1,5,0,0.942841465289459,1,1,0,0,0,0,1,1,1,0,NA
"146",2,4,3,1,1,2,1,3,5,2,2,5,1,5,3,1,1,NA,1,2,2,2,1,3,1,3,0,44,16,1,2,3,0,1.26239130236428,0,1,0,0,0,0,0,1,0,0,4
"147",8,5,1,1,1,1,1,2,3,2,3,3,4,3,1,1,NA,NA,NA,2,3,3,1,6,0,3,0,63,15,5,2,5,0,0.894032175536875,1,1,0,1,0,1,1,1,1,1,4
"148",2,3,1,3,3,3,3,3,3,5,5,5,1,3,2,1,NA,NA,1,4,2,4,1,3,1,1,1,47,14,5,2,4,0,0.931102935157328,1,0,0,0,0,0,1,0,0,0,4
"149",9,5,1,1,2,2,2,2,3,2,3,3,7,3,0,NA,NA,NA,NA,1,1,1,1,7,0,1,1,65,10,5,1,6,0,0.713680083584822,1,1,1,0,1,1,1,1,1,1,3
"150",6,5,1,2,2,2,1,2,3,3,3,3,2,3,2,1,1,NA,NA,2,1,1,0,3,1,1,1,73,9,1,1,6,0,0.743531152830054,1,0,1,0,0,1,1,0,1,1,2
"151",7,5,1,2,2,2,2,2,3,1,3,3,2,3,1,1,NA,NA,NA,1,1,1,0,5,0,1,1,82,7,1,1,6,0,0.743531152830054,1,0,1,0,1,1,1,0,1,1,2
"152",2,5,3,3,3,3,3,3,5,2,3,1,7,5,0,NA,NA,NA,NA,3,2,NA,1,3,1,12,0,54,17,2,2,4,0,0.919830408760329,0,0,0,0,0,0,0,1,1,0,4
"153",4,5,1,1,3,3,3,3,3,5,5,3,1,3,4,1,1,1,1,3,1,3,1,3,1,1,1,22,20,5,2,1,1,1.74255671792639,1,1,0,0,0,0,1,0,0,1,5
"154",4,4,1,1,3,1,2,1,5,5,5,5,1,5,4,1,1,1,1,2,2,2,1,2,1,1,1,22,17,1,2,1,1,1.72146021413568,1,1,0,1,1,0,0,0,0,0,4
"155",3,4,1,3,1,2,1,3,2,2,3,5,3,2,1,NA,NA,NA,1,1,3,2,0,1,0,1,1,53,10,4,2,4,0,0.970048141603624,1,0,0,0,0,0,0,1,1,0,3
"156",8,5,1,1,3,3,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,2,1,1,0,1,1,43,22,5,2,3,0,1.26239130236428,1,1,0,0,1,1,1,1,1,1,5
"157",7,5,1,2,3,3,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,0,2,1,3,0,49,22,2,1,4,0,1.19448344792399,1,0,0,0,1,1,1,1,1,1,5
"158",4,5,3,3,2,3,3,3,3,2,4,3,1,3,3,1,1,NA,1,2,2,2,0,1,0,12,0,48,3,5,1,4,0,0.970048141603624,0,0,1,0,0,0,1,1,0,1,1
"159",5,5,1,3,1,3,1,3,3,2,3,3,1,3,3,1,1,NA,1,1,1,3,0,5,0,1,1,52,22,5,1,4,0,0.970048141603624,1,0,0,0,0,0,1,1,1,1,5
"160",0,3,3,3,3,3,1,3,5,5,5,5,1,5,3,1,1,NA,1,2,2,4,0,1,0,8,0,21,1,4,3,1,1,2.23547266154856,0,0,0,0,0,0,0,0,0,0,1
"161",9,5,1,2,2,1,2,2,3,2,3,3,4,3,0,NA,NA,NA,NA,4,3,2,0,6,0,1,1,72,5,5,2,6,0,0.636065994927702,1,0,1,1,1,1,1,1,1,1,2
"162",9,5,1,1,2,1,1,2,3,2,3,3,1,3,2,1,NA,NA,1,1,2,2,1,3,1,1,1,46,22,5,1,4,0,0.786884102819322,1,1,1,1,0,1,1,1,1,1,5
"163",6,5,1,1,1,2,2,3,3,1,3,3,1,3,3,1,1,NA,1,1,4,1,1,7,0,1,1,53,17,5,2,4,0,0.786884102819322,1,1,0,0,1,0,1,0,1,1,4
"164",6,5,1,2,1,1,1,2,3,2,5,3,1,3,4,1,1,1,1,3,1,4,1,1,0,1,1,18,22,4,1,1,1,1.472651548849,1,0,0,1,0,1,1,1,0,1,5
"165",10,5,1,1,2,1,2,2,3,2,3,3,2,3,2,1,NA,NA,1,2,2,4,0,3,1,1,1,42,22,5,2,3,0,1.33131099512729,1,1,1,1,1,1,1,1,1,1,5
"166",5,5,1,1,1,2,1,2,5,2,3,5,3,5,0,NA,NA,NA,NA,2,2,NA,1,5,0,1,1,56,4,5,2,5,0,0.734947359249562,1,1,0,0,0,1,0,1,1,0,1
"167",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,3,3,NA,1,5,0,12,0,NA,11,5,3,NA,NA,0.969535339244106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"168",4,5,1,3,2,2,1,3,3,1,3,5,1,3,4,1,1,1,1,1,3,3,0,1,0,1,1,18,22,1,1,1,1,1.83769082840122,1,0,1,0,0,0,1,0,1,0,5
"169",8,5,1,3,1,1,2,2,3,2,3,3,1,3,2,1,1,NA,NA,1,1,1,1,5,0,1,1,62,9,5,1,5,0,0.726049617448173,1,0,0,1,1,1,1,1,1,1,2
"170",1,5,3,3,3,3,3,3,5,5,3,5,1,5,3,1,1,NA,1,3,3,4,1,1,0,1,1,28,13,5,3,2,0,1.6055916006624,0,0,0,0,0,0,0,0,1,0,4
"171",0,3,3,3,3,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,2,2,NA,0,1,0,12,0,43,7,4,2,3,0,1.34762621822957,0,0,0,0,0,0,0,0,0,0,2
"172",5,5,1,3,1,2,1,2,3,2,4,3,1,3,2,1,NA,NA,1,1,1,2,1,1,0,1,1,46,12,5,1,4,0,0.919830408760329,1,0,0,0,0,1,1,1,0,1,3
"173",2,5,3,3,3,3,3,3,3,5,5,3,4,3,2,1,1,NA,NA,1,1,2,1,3,1,12,0,58,14,5,1,5,0,0.726049617448173,0,0,0,0,0,0,1,0,0,1,4
"174",4,2,3,3,2,2,1,2,3,2,5,2,2,3,1,1,NA,NA,NA,2,3,4,0,6,0,12,0,52,16,5,2,4,0,0.981936086575266,0,0,1,0,0,1,1,1,0,0,4
"175",2,5,1,3,3,3,3,3,5,5,5,3,5,5,0,NA,NA,NA,NA,1,1,3,1,1,0,1,1,44,7,4,1,3,0,1.27786191427678,1,0,0,0,0,0,0,0,0,1,2
"176",1,4,1,3,1,3,1,1,5,5,5,5,1,5,3,1,1,NA,1,4,2,NA,1,5,0,1,1,22,7,5,3,1,1,1.72146021413568,1,0,0,0,0,0,0,0,0,0,2
"177",2,4,1,3,1,3,1,1,5,2,5,5,1,5,4,1,1,1,1,2,2,3,1,7,0,1,1,24,14,4,3,1,1,1.72146021413568,1,0,0,0,0,0,0,1,0,0,4
"178",1,1,1,3,1,3,1,3,5,5,5,5,1,5,3,1,1,NA,1,3,2,2,0,6,0,1,1,38,20,5,3,3,0,1.33131099512729,1,0,0,0,0,0,0,0,0,0,5
"179",4,5,1,3,1,3,1,1,5,2,3,3,7,5,0,NA,NA,NA,NA,2,2,2,1,1,0,1,1,NA,4,5,1,NA,NA,0.981416999820191,1,0,0,0,0,0,0,1,1,1,1
"180",9,5,1,1,2,1,2,2,3,2,3,1,4,3,1,NA,NA,NA,1,2,1,1,1,6,0,1,1,74,2,5,1,6,0,0.705039816996184,1,1,1,1,1,1,1,1,1,0,1
"181",1,1,1,2,1,2,1,3,5,1,5,5,1,5,3,1,1,NA,1,4,4,3,0,1,0,1,1,20,11,4,3,1,1,1.83769082840122,1,0,0,0,0,0,0,0,0,0,3
"182",7,5,1,2,3,3,2,2,3,2,3,3,1,3,4,1,1,1,1,3,1,3,0,1,0,1,1,56,16,5,2,5,0,0.765687974011235,1,0,0,0,1,1,1,1,1,1,4
"183",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.994341665535168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2,4,1,2,1,3,1,1,2,5,3,5,1,2,4,1,1,1,1,3,2,2,0,6,0,1,1,26,13,5,2,2,0,1.7139989262992,1,0,0,0,0,0,0,0,1,0,4
"185",7,3,1,3,2,2,1,2,3,2,3,3,1,3,4,1,1,1,1,3,1,3,0,3,1,NA,NA,23,22,5,2,1,1,1.83769082840122,1,0,1,0,0,1,1,1,1,1,5
"186",3,5,3,3,3,1,1,3,3,2,5,1,4,3,0,NA,NA,NA,NA,3,3,4,1,NA,NA,1,1,80,NA,5,2,6,0,0.713680083584822,0,0,0,1,0,0,1,1,0,0,NA
"187",8,5,1,1,2,1,1,2,3,2,3,1,1,3,3,1,1,NA,1,2,2,4,0,7,0,1,1,58,22,5,2,5,0,0.775071484076463,1,1,1,1,0,1,1,1,1,0,5
"188",3,5,2,1,2,2,1,1,4,3,4,3,1,4,3,1,1,NA,1,1,NA,NA,0,4,0,12,0,60,14,5,1,5,0,0.942841465289459,0,1,1,0,0,0,0,0,0,1,4
"189",0,4,3,3,3,3,3,3,5,5,5,5,4,5,1,1,NA,NA,NA,3,3,3,1,7,0,1,1,37,10,5,2,3,0,1.27786191427678,0,0,0,0,0,0,0,0,0,0,3
"190",1,5,1,3,1,3,3,1,5,5,5,5,6,5,0,NA,NA,NA,NA,3,3,3,0,1,0,10,0,53,NA,5,3,4,0,0.981936086575266,1,0,0,0,0,0,0,0,0,0,NA
"191",7,5,1,1,3,1,2,1,3,NA,3,3,1,3,1,1,NA,NA,NA,2,2,NA,1,5,0,3,0,72,7,5,2,6,0,0.705039816996184,1,1,0,1,1,0,1,NA,1,1,2
"192",5,5,1,1,1,1,1,1,5,2,3,5,1,5,4,1,1,1,1,4,2,4,0,6,0,1,1,61,15,5,2,5,0,0.942841465289459,1,1,0,1,0,0,0,1,1,0,4
"193",5,5,1,3,1,3,1,2,3,2,5,3,3,3,2,1,NA,NA,1,2,2,NA,1,1,0,1,1,67,3,5,2,6,0,0.705039816996184,1,0,0,0,0,1,1,1,0,1,1
"194",8,5,1,3,2,2,2,2,3,2,3,3,1,3,2,1,1,NA,NA,2,1,1,1,1,0,1,1,54,NA,5,2,4,0,0.919830408760329,1,0,1,0,1,1,1,1,1,1,NA
"195",8,5,1,1,2,3,2,2,3,3,3,3,1,3,3,1,1,NA,1,2,1,1,0,3,1,1,1,55,18,5,1,5,0,0.765687974011235,1,1,1,0,1,1,1,0,1,1,5
"196",5,4,1,1,1,1,1,3,4,1,3,3,1,4,3,1,1,NA,1,2,2,1,1,3,1,3,0,54,14,5,1,4,0,0.931102935157328,1,1,0,1,0,0,0,0,1,1,4
"197",5,5,1,NA,2,3,1,2,3,5,3,5,7,3,0,NA,NA,NA,NA,2,4,3,1,1,0,1,1,70,NA,5,2,6,0,0.713680083584822,1,NA,1,0,0,1,1,0,1,0,NA
"198",5,5,2,1,2,1,1,3,2,2,3,1,1,2,1,1,NA,NA,NA,1,2,3,1,4,0,1,1,53,22,5,2,4,0,0.919830408760329,0,1,1,1,0,0,0,1,1,0,5
"199",7,4,1,3,2,1,1,2,3,2,3,1,1,3,3,1,1,NA,1,2,2,2,0,1,0,1,1,20,18,5,2,1,1,1.81544257035103,1,0,1,1,0,1,1,1,1,0,5
"200",8,4,1,1,2,2,2,1,3,2,3,3,1,3,3,1,1,NA,1,2,2,2,0,3,1,12,0,46,22,5,2,4,0,0.981936086575266,1,1,1,0,1,0,1,1,1,1,5
"201",8,5,1,1,2,1,1,2,3,2,3,1,2,3,2,1,NA,NA,1,1,1,1,1,1,0,1,1,78,17,5,1,6,0,0.705039816996184,1,1,1,1,0,1,1,1,1,0,4
"202",5,4,1,2,3,3,1,2,3,2,3,1,1,3,3,1,1,NA,1,4,3,3,0,2,1,1,1,56,22,5,3,5,0,0.765687974011235,1,0,0,0,0,1,1,1,1,0,5
"203",1,2,1,3,3,2,3,1,5,5,5,1,2,5,2,1,NA,NA,1,4,3,4,1,3,1,1,1,43,8,5,3,3,0,4.6264998861197,1,0,0,0,0,0,0,0,0,0,2
"204",8,5,1,1,2,1,2,2,3,2,NA,NA,1,3,3,1,1,NA,1,1,1,1,0,2,1,5,0,74,12,5,1,6,0,0.743531152830054,1,1,1,1,1,1,1,1,NA,NA,3
"205",5,4,3,2,2,3,2,2,5,2,3,1,1,5,2,1,NA,NA,1,2,3,2,0,2,1,12,0,38,16,5,2,3,0,1.33131099512729,0,0,1,0,1,1,0,1,1,0,4
"206",2,5,3,3,3,2,1,3,3,5,5,3,1,3,0,NA,NA,NA,NA,2,1,2,1,1,0,1,1,63,13,5,2,5,0,0.726049617448173,0,0,0,0,0,0,1,0,0,1,4
"207",8,4,1,1,2,1,2,3,2,2,3,3,1,2,3,1,1,NA,1,1,1,3,0,3,1,3,0,48,22,5,1,4,0,0.970048141603624,1,1,1,1,1,0,0,1,1,1,5
"208",4,3,3,1,3,2,3,3,5,2,3,3,2,5,3,1,1,NA,1,2,1,NA,1,4,0,12,0,58,12,5,1,5,0,0.726049617448173,0,1,0,0,0,0,0,1,1,1,3
"209",7,5,1,2,2,3,1,2,3,2,3,3,1,3,4,1,1,1,1,4,2,2,0,3,1,1,1,37,17,5,2,3,0,1.13889196094972,1,0,1,0,0,1,1,1,1,1,4
"210",9,5,1,1,2,1,2,2,5,2,3,3,3,5,1,1,NA,NA,NA,2,1,NA,0,3,1,1,1,87,5,5,2,6,0,0.743531152830054,1,1,1,1,1,1,0,1,1,1,2
"211",6,5,1,3,3,3,3,2,3,2,3,3,1,3,2,1,1,NA,NA,2,2,2,1,1,0,3,0,59,21,5,2,5,0,0.726049617448173,1,0,0,0,0,1,1,1,1,1,5
"212",9,5,1,1,2,1,2,2,2,2,3,3,1,2,3,1,1,NA,1,1,2,2,0,6,0,5,0,72,17,5,2,6,0,0.752643130937588,1,1,1,1,1,1,0,1,1,1,4
"213",8,5,1,1,3,1,1,2,3,2,3,3,4,3,1,1,NA,NA,NA,3,2,3,0,1,0,1,1,57,8,5,2,5,0,0.775071484076463,1,1,0,1,0,1,1,1,1,1,2
"214",3,5,1,1,1,2,1,1,5,2,4,5,1,5,4,1,1,1,1,2,2,2,1,2,1,1,1,23,22,5,2,1,1,1.72146021413568,1,1,0,0,0,0,0,1,0,0,5
"215",7,4,1,3,2,2,1,2,3,2,3,3,1,3,4,1,1,1,1,2,2,2,0,2,1,1,1,51,21,5,1,4,0,0.829843691106115,1,0,1,0,0,1,1,1,1,1,5
"216",5,5,3,1,3,3,2,2,NA,5,3,3,1,NA,0,NA,NA,NA,NA,1,1,4,0,NA,NA,3,0,85,11,5,1,6,0,0.743531152830054,0,1,0,0,1,1,NA,0,1,1,3
"217",5,5,1,1,1,3,1,3,3,2,5,3,1,3,4,1,1,1,1,3,3,4,1,5,0,1,1,48,22,5,1,4,0,0.786884102819322,1,1,0,0,0,0,1,1,0,1,5
"218",5,5,1,3,2,3,1,3,4,2,3,3,7,4,0,NA,NA,NA,NA,3,3,3,0,4,0,1,1,81,16,5,2,6,0,0.743531152830054,1,0,1,0,0,0,0,1,1,1,4
"219",8,4,1,1,3,3,2,2,3,2,3,3,5,3,3,1,1,NA,1,2,2,4,0,7,0,2,0,66,3,5,2,6,0,0.752643130937588,1,1,0,0,1,1,1,1,1,1,1
"220",9,4,1,1,2,2,2,2,3,2,3,3,1,3,2,1,NA,NA,1,1,1,1,0,2,1,NA,NA,48,22,5,2,4,0,0.970048141603624,1,1,1,0,1,1,1,1,1,1,5
"221",3,5,3,3,1,2,1,1,4,2,3,3,2,4,1,1,NA,NA,NA,2,NA,NA,0,5,0,12,0,68,8,5,3,6,0,0.752643130937588,0,0,0,0,0,0,0,1,1,1,2
"222",3,1,1,3,3,3,1,2,5,5,3,5,1,5,2,1,NA,NA,1,4,2,4,1,1,0,1,1,28,15,4,2,2,0,1.6055916006624,1,0,0,0,0,1,0,0,1,0,4
"223",4,2,3,3,2,1,1,3,2,2,3,1,1,2,3,1,1,NA,1,2,2,4,1,1,0,1,1,33,11,2,3,2,0,1.62526813399821,0,0,1,1,0,0,0,1,1,0,3
"224",6,5,1,1,3,3,2,2,NA,2,3,5,7,NA,0,NA,NA,NA,NA,3,2,NA,0,6,0,1,1,85,5,4,2,6,0,0.743531152830054,1,1,0,0,1,1,NA,1,1,0,2
"225",1,5,1,3,1,3,1,1,5,4,5,5,1,5,2,1,NA,NA,1,3,1,3,1,3,1,1,1,35,14,2,2,3,0,1.26239130236428,1,0,0,0,0,0,0,0,0,0,4
"226",10,5,1,1,2,1,2,2,3,2,3,3,3,3,3,1,1,NA,1,2,1,2,1,5,0,1,1,59,11,1,1,5,0,0.734947359249562,1,1,1,1,1,1,1,1,1,1,3
"227",3,5,1,1,3,2,1,2,2,5,5,5,1,2,3,1,1,NA,1,3,2,2,0,6,0,1,1,29,12,4,2,2,0,1.69324816136055,1,1,0,0,0,1,0,0,0,0,3
"228",0,4,3,3,3,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,NA,NA,4,4,NA,NA,1.0626234380827,0,0,0,0,0,0,0,0,0,0,NA
"229",9,5,1,1,1,1,2,2,3,2,3,3,2,3,1,1,NA,NA,NA,3,2,2,0,4,0,1,1,80,9,4,1,6,0,0.743531152830054,1,1,0,1,1,1,1,1,1,1,2
"230",2,4,3,3,3,3,3,3,3,2,5,5,1,3,3,1,1,NA,1,4,3,4,1,6,0,1,1,38,21,3,3,3,0,1.26239130236428,0,0,0,0,0,0,1,1,0,0,5
"231",0,5,3,3,3,3,3,3,5,NA,NA,5,7,5,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,85,4,2,2,6,0,0.705039816996184,0,0,0,0,0,0,0,NA,NA,0,1
"232",9,5,1,1,2,2,2,2,3,2,3,3,1,3,2,1,1,NA,NA,2,1,1,1,3,1,1,1,57,22,4,1,5,0,0.621111126993497,1,1,1,0,1,1,1,1,1,1,5
"233",0,3,3,3,3,3,3,1,5,5,5,5,2,5,4,1,1,1,1,4,4,4,1,6,0,1,1,39,18,4,4,3,0,1.26239130236428,0,0,0,0,0,0,0,0,0,0,5
"234",3,5,1,2,2,3,1,2,5,3,5,5,2,5,2,1,NA,NA,1,2,2,3,1,7,0,1,1,55,12,1,2,5,0,0.726049617448173,1,0,1,0,0,1,0,0,0,0,3
"235",0,5,NA,NA,NA,NA,1,NA,5,5,5,2,7,5,0,NA,NA,NA,NA,2,2,4,1,1,0,1,1,77,4,3,2,6,0,0.705039816996184,NA,NA,NA,NA,0,NA,0,0,0,0,1
"236",7,5,1,2,2,2,2,2,3,1,3,3,2,3,2,1,NA,NA,1,4,1,2,0,7,0,1,1,53,10,4,2,4,0,0.970048141603624,1,0,1,0,1,1,1,0,1,1,3
"237",8,5,1,1,2,2,2,3,3,2,3,3,1,3,3,1,1,NA,1,4,1,4,1,6,0,1,1,29,7,3,1,2,0,1.62526813399821,1,1,1,0,1,0,1,1,1,1,2
"238",8,5,1,1,2,3,1,2,3,2,3,3,1,3,4,1,1,1,1,1,2,2,0,5,0,1,1,69,4,4,1,6,0,0.743531152830054,1,1,1,0,0,1,1,1,1,1,1
"239",9,5,1,1,2,1,1,2,3,2,3,3,2,3,3,1,1,NA,1,2,1,2,1,3,1,1,1,70,6,4,1,6,0,0.705039816996184,1,1,1,1,0,1,1,1,1,1,2
"240",4,5,1,2,2,2,2,2,NA,1,5,5,7,NA,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,64,2,1,1,5,0,0.726049617448173,1,0,1,0,1,1,NA,0,0,0,1
"241",3,5,3,3,3,3,1,3,3,2,5,3,7,3,0,NA,NA,NA,NA,3,2,NA,1,1,0,1,1,69,11,1,2,6,0,0.705039816996184,0,0,0,0,0,0,1,1,0,1,3
"242",2,4,1,3,3,3,3,3,5,5,3,5,2,5,1,1,NA,NA,NA,4,1,4,0,6,0,1,1,27,15,4,2,2,0,1.69324816136055,1,0,0,0,0,0,0,0,1,0,4
"243",6,5,1,2,1,1,1,1,3,2,3,3,4,3,2,1,NA,NA,1,1,2,1,1,6,0,3,0,71,10,1,1,6,0,0.705039816996184,1,0,0,1,0,0,1,1,1,1,3
"244",5,5,1,1,2,2,3,2,3,1,4,1,2,3,4,1,1,1,1,3,2,4,0,2,1,3,0,69,22,3,2,6,0,0.743531152830054,1,1,1,0,0,1,1,0,0,0,5
"245",9,4,1,1,2,2,2,2,3,2,3,3,3,3,2,1,1,NA,NA,3,2,3,1,7,0,1,1,61,9,4,2,5,0,0.726049617448173,1,1,1,0,1,1,1,1,1,1,2
"246",2,4,1,3,3,3,1,3,3,5,5,5,3,3,1,1,NA,NA,NA,3,2,3,0,7,0,1,1,44,14,3,2,3,0,1.63932992551266,1,0,0,0,0,0,1,0,0,0,4
"247",4,5,3,3,3,2,1,3,3,2,3,3,7,3,0,NA,NA,NA,NA,4,3,3,1,6,0,1,1,70,NA,1,2,6,0,0.705039816996184,0,0,0,0,0,0,1,1,1,1,NA
"248",2,5,1,3,3,3,3,3,5,5,3,5,2,5,2,1,NA,NA,1,3,2,3,0,6,0,1,1,67,NA,4,2,6,0,0.743531152830054,1,0,0,0,0,0,0,0,1,0,NA
"249",0,2,3,3,3,3,3,3,5,5,5,5,5,5,0,NA,NA,NA,NA,4,4,4,0,6,0,1,1,47,3,1,4,4,0,0.981936086575266,0,0,0,0,0,0,0,0,0,0,1
"250",10,5,1,1,2,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,2,1,2,1,2,1,1,1,64,15,1,1,5,0,0.726049617448173,1,1,1,1,1,1,1,1,1,1,4
"251",3,5,3,3,3,3,3,3,5,2,3,3,7,5,0,NA,NA,NA,NA,1,1,1,1,7,0,11,0,70,6,4,1,6,0,0.705039816996184,0,0,0,0,0,0,0,1,1,1,2
"252",1,2,1,3,3,2,1,3,5,5,5,5,4,5,0,NA,NA,NA,NA,3,3,4,0,1,0,1,1,64,12,5,3,5,0,0.775071484076463,1,0,0,0,0,0,0,0,0,0,3
"253",5,5,1,NA,NA,NA,NA,NA,3,2,3,3,1,3,2,1,1,NA,NA,2,1,1,1,6,0,1,1,75,NA,2,1,6,0,0.705039816996184,1,NA,NA,NA,NA,NA,1,1,1,1,NA
"254",2,5,3,3,2,2,1,3,NA,5,5,3,7,NA,0,NA,NA,NA,NA,3,2,NA,1,6,0,3,0,79,3,3,2,6,0,0.868161440046779,0,0,1,0,0,0,NA,0,0,1,1
"255",0,2,3,3,3,3,1,3,5,5,5,5,NA,5,0,NA,NA,NA,NA,3,4,4,0,6,0,3,0,83,NA,NA,3,6,0,0.915558328479589,0,0,0,0,0,0,0,0,0,0,NA
"256",3,4,1,1,3,2,1,1,5,2,4,5,1,5,4,1,1,1,1,2,2,4,1,1,0,1,1,22,3,4,3,1,1,1.472651548849,1,1,0,0,0,0,0,1,0,0,1
"257",4,1,3,2,2,2,2,3,5,2,3,5,7,5,0,NA,NA,NA,NA,3,3,4,1,7,0,1,1,65,3,5,3,6,0,2.58387920364603,0,0,1,0,1,0,0,1,1,0,1
"258",4,4,1,1,2,2,1,3,3,5,5,5,1,3,2,1,1,NA,NA,3,3,4,1,6,0,1,1,40,18,4,3,3,0,1.27786191427678,1,1,1,0,0,0,1,0,0,0,5
"259",7,5,1,2,1,2,2,2,3,2,3,3,1,3,2,1,NA,NA,1,2,3,1,0,5,0,1,1,44,18,5,1,3,0,1.33131099512729,1,0,0,0,1,1,1,1,1,1,5
"260",4,4,1,1,1,1,1,1,1,4,3,NA,7,1,0,NA,NA,NA,NA,2,3,NA,1,1,0,1,1,44,2,5,4,3,0,1.27786191427678,1,1,0,1,0,0,0,0,1,NA,1
"261",3,3,1,3,3,3,1,1,5,2,3,5,1,5,3,1,1,NA,1,2,3,3,0,6,0,1,1,52,11,3,3,4,0,0.970048141603624,1,0,0,0,0,0,0,1,1,0,3
"262",1,2,1,3,3,3,3,3,5,5,5,5,1,5,3,1,1,NA,1,3,3,3,1,3,1,1,1,41,13,5,3,3,0,1.5544646196472,1,0,0,0,0,0,0,0,0,0,4
"263",1,2,3,3,3,3,3,3,5,2,5,5,7,5,0,NA,NA,NA,NA,4,4,4,1,7,0,12,0,86,1,2,3,6,0,2.58387920364603,0,0,0,0,0,0,0,1,0,0,1
"264",1,1,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,2,1,1,NA,NA,NA,4,2,3,1,7,0,1,1,36,19,4,3,3,0,1.5544646196472,NA,NA,NA,NA,NA,NA,0,1,0,NA,5
"265",2,5,NA,NA,NA,NA,NA,NA,3,5,3,5,1,3,3,1,1,NA,1,3,2,3,0,1,0,1,1,56,13,5,2,5,0,0.775071484076463,NA,NA,NA,NA,NA,NA,1,0,1,0,4
"266",7,5,1,1,2,2,1,3,3,2,3,3,1,3,3,1,1,NA,1,1,3,3,0,6,0,1,1,54,8,2,2,4,0,0.981936086575266,1,1,1,0,0,0,1,1,1,1,2
"267",7,5,1,1,2,2,1,2,3,2,3,5,1,3,4,1,1,1,1,2,3,4,1,6,0,1,1,54,12,3,2,4,0,0.931102935157328,1,1,1,0,0,1,1,1,1,0,3
"268",4,2,1,3,3,3,3,3,3,2,5,3,1,3,3,1,1,NA,1,3,3,2,0,6,0,1,1,44,18,2,2,3,0,1.63932992551266,1,0,0,0,0,0,1,1,0,1,5
